idx,DATA,Zona,Módulo,Código,Loc. Fina+Causa parada OU defeito API,Num,Duração,Carros,Comentário,O. T.,Desc_Zona,FAMÍLIA EQUIPAMENTO,Desc_Acc
121,17/08/2022,C_BM2_Z1,F0TABLERO,CM6,Problemas no skid,1,1.368,0.27,colisao de skid,,C_BM2_Z1,18 - Mesas,C_BM2_Z1 - F0TABLERO - Problemas no skid
122,17/08/2022,Z2_TACDC,L3,G12,Estrutura / suporte Deformado,1,0.670,0.13,cabide avancou antes do POSA,,,12 - Transportador,Z2_TACDC - L3 - Estrutura / suporte Deformado
123,18/08/2022,C_FM1_Z4,E7RBPOINT,EW9,Problema de leitura,1,6.558,1.28,PEÇA POSIÇÃO CORRETA FALHA LEITURA,,C_FM1_Z4,15 - Ilha (Sw: armário: instalação elétrica geral),C_FM1_Z4 - E7RBPOINT - Problema de leitura
124,18/08/2022,Z2_TACDC,L3,S81,Falha travamento suporte,1,0.973,0.19,Cabide 25 sem POSA,,,12 - Transportador,Z2_TACDC - L3 - Falha travamento suporte
125,19/08/2022,C_BM2_Z1,F4RBMASTI,B33,*Buse colle ou mastic HS,1,1.580,0.31,Def fuga recipiente,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - *Buse colle ou mastic HS
126,15/03/2022,C_BM2_Z1,F0TABLERO,CM3,Skid fora de serviço,1,0.235,0.05,colisao de skid,,C_BM2_Z1,18 - Mesas,C_BM2_Z1 - F0TABLERO - Skid fora de serviço
127,16/03/2022,C_FM1_Z4,E8MBACCUS,I3Z,Outra falha Sensores,6,20.335,4.57,SERRAGEM NÃO CHEGOU ATUAR ATÉ FINAL,,C_FM1_Z4,1 - Dispositivos,C_FM1_Z4 - E8MBACCUS - Outra falha Sensores
128,16/03/2022,C_FM1_Z1,A0TABLERO,G52,Prolema Piloto,1,7.773,1.75,Falha no setup modelo: feito manualmente,,C_FM1_Z1,19 - Skid / Pallet,C_FM1_Z1 - A0TABLERO - Prolema Piloto
129,16/03/2022,MN2_Z5,F3TABPIVO,G83,Produto não conforme (posição),2,7.413,1.67,Falha no setup modelo: feito manualmente,,,18 - Mesas,MN2_Z5 - F3TABPIVO - Produto não conforme (posição)
130,16/03/2022,C_FM1_Z1,A0TABLERO,G83,Produto não conforme (posição),1,4.077,0.92,Falha no setup modelo: feito manualmente,,C_FM1_Z1,19 - Skid / Pallet,C_FM1_Z1 - A0TABLERO - Produto não conforme (posição)
131,16/03/2022,C_FM1_Z4,E8MBACCUS,BA6,Peça mal posicionada autom.,1,3.142,0.71,mesa fora de posicao,,C_FM1_Z4,12 - Transportador,C_FM1_Z4 - E8MBACCUS - Peça mal posicionada autom.
132,16/03/2022,C_BM2_Z1,F4RBMASTI,B3C,*Pb doseur colle ou mastic,3,2.557,0.57,Falha de pressao na aplicacao,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - *Pb doseur colle ou mastic
133,16/03/2022,C_BM2_Z1,F4RBMASTI,FLH,Aquec. medidor de vazão HS,1,1.383,0.31,def pressao aplicacao,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - Aquec. medidor de vazão HS
134,17/03/2022,C_FM2_Z2,K3RBPOINT,L42,Eletrodos não conformes,2,14.098,3.17,Desgaste excessivo do eletrodoOT1032029117,,C_FM2_Z2,4 - Pinças robô,C_FM2_Z2 - K3RBPOINT - Eletrodos não conformes
135,17/03/2022,C_FM1_Z4,E8MBACCUS,I3Z,Outra falha Sensores,3,8.450,1.90,Variacao fechamento srb6 feito mov. manual,,C_FM1_Z4,1 - Dispositivos,C_FM1_Z4 - E8MBACCUS - Outra falha Sensores
136,17/03/2022,C_FM1_Z1,A0TABLERO,G52,Prolema Piloto,1,2.948,0.66,FALHA AO REALIZAR SETUP DO SKID,,C_FM1_Z1,19 - Skid / Pallet,C_FM1_Z1 - A0TABLERO - Prolema Piloto
137,18/03/2022,C_FM1_Z5,G1TABLERO,B01,Falta etiquetagem,1,132.037,5.55,Erro MOP lançameno skid vazio,1032069658,C_FM1_Z5,14 - Erro operacional,C_FM1_Z5 - G1TABLERO - Falta etiquetagem
138,18/03/2022,C_BM3_Z1,COM1,B0E,Erro procedimento,1,26.870,1.13,INTRUSÃO DE BARREIRA PARA DESLIGAR AGV,,C_BM3_Z1,20 - Outros,C_BM3_Z1 - COM1 - Erro procedimento
139,18/03/2022,C_FM1_Z4,E8MBACCUS,BA6,Peça mal posicionada autom.,1,3.537,0.15,ajustado posicao sensor avanco SRB,,C_FM1_Z4,12 - Transportador,C_FM1_Z4 - E8MBACCUS - Peça mal posicionada autom.
140,23/02/2022,C_BM2_Z1,E4RBPOINT,BDI,Fluxo água insuficiente soudure SR,1,6.523,1.40,FALHA PRESSÃO DE AGUA,,C_BM2_Z1,6 - Robôs,C_BM2_Z1 - E4RBPOINT - Fluxo água insuficiente soudure SR
141,24/02/2022,C_BM1_Z3,C0TABLERO,I3Z,Outra falha Sensores,2,12.463,2.67,Suporte do sensor com parafuso quebrado.,,C_BM1_Z3,18 - Mesas,C_BM1_Z3 - C0TABLERO - Outra falha Sensores
142,24/02/2022,Z2_TACDC,C2,B0O,Pb reconhecimento suporte,1,8.385,1.79,Suporte fora de posicao.,,,18 - Mesas,Z2_TACDC - C2 - Pb reconhecimento suporte
143,24/02/2022,C_FM1_Z4,E8MBACCUS,D09,Cilindro com solenóide HS,1,3.102,0.66,esteira fora de pos,,C_FM1_Z4,12 - Transportador,C_FM1_Z4 - E8MBACCUS - Cilindro com solenóide HS
144,24/02/2022,C_FM1_Z5,F2,I1Z,Outra falha Movimento ferramenta,2,2.165,0.46,Falha posicao IXB,,C_FM1_Z5,22 - Trocador de ferramentas,C_FM1_Z5 - F2 - Outra falha Movimento ferramenta
145,25/02/2022,C_FM1_Z1,A0TABLERO,B41,Sujeira,1,8.265,1.77,Sujeira gerando falha no sensor DPP3.,1031876849,C_FM1_Z1,18 - Mesas,C_FM1_Z1 - A0TABLERO - Sujeira
146,25/02/2022,C_FM1_Z1,A0TABLERO,B0O,Pb reconhecimento suporte,1,6.527,1.40,Erro durante setup.,1031876850,C_FM1_Z1,19 - Skid / Pallet,C_FM1_Z1 - A0TABLERO - Pb reconhecimento suporte
147,21/03/2022,C_FM1_Z1,A0TABLERO,EPP,Pb centragem palete,1,2.745,0.62,Defeito Presença de Peça (SETUP skid),,C_FM1_Z1,19 - Skid / Pallet,C_FM1_Z1 - A0TABLERO - Pb centragem palete
148,22/03/2022,C_BM3_Z3,P0TABLERO,D34,Plot lecture HS,1,2.722,0.61,Carregamento de Peça (Pisos),,C_BM3_Z3,18 - Mesas,C_BM3_Z3 - P0TABLERO - Plot lecture HS
149,22/03/2022,C_BM3_Z3,P0TABLERO,BA6,Peça mal posicionada autom.,1,0.035,0.01,skid passou da posicao,,C_BM3_Z3,18 - Mesas,C_BM3_Z3 - P0TABLERO - Peça mal posicionada autom.
150,23/03/2022,C_FM1_Z4,E8MBACCUS,G81,Cilindro HS,1,2.100,0.47,Cilindro travado,,C_FM1_Z4,12 - Transportador,C_FM1_Z4 - E8MBACCUS - Cilindro HS
151,24/03/2022,C_BM1_Z1,A2RBMANUT,EWZ,Outras paradas por visão,1,17.150,3.85,Falha no sistema de visao OT Nº1032074723,,C_BM1_Z1,9 - Câmera,C_BM1_Z1 - A2RBMANUT - Outras paradas por visão
152,24/03/2022,C_FM1_Z2,C00MONMANU,D2Z,Outra parada sensor,1,12.737,2.86,Sensor do locator cabo rompidoOT1032092413,,C_FM1_Z2,1 - Dispositivos,C_FM1_Z2 - C00MONMANU - Outra parada sensor
153,24/03/2022,C_FM1_Z4,E8MBACCUS,B0O,Pb reconhecimento suporte,1,6.180,1.39,Esteira fora de posicao: feito mov. manual,,C_FM1_Z4,12 - Transportador,C_FM1_Z4 - E8MBACCUS - Pb reconhecimento suporte
154,24/03/2022,C_BM2_Z1,F4RBMASTI,B35,Purga colagem defeituosa,2,4.104,0.92,pressao de aplicacao,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - Purga colagem defeituosa
155,24/03/2022,C_FM1_Z4,E8MBACCUS,I3Z,Outra falha Sensores,1,3.887,0.87,Esteira fora de posicao: feito mov. manual,,C_FM1_Z4,12 - Transportador,C_FM1_Z4 - E8MBACCUS - Outra falha Sensores
156,25/03/2022,C_FM1_Z4,E8MBACCUS,D09,Cilindro com solenóide HS,1,3.448,0.77,Falha fechamento POS 5,,C_FM1_Z4,12 - Transportador,C_FM1_Z4 - E8MBACCUS - Cilindro com solenóide HS
157,25/03/2022,C_FM1_Z1,A0TABLERO,CM6,Problemas no skid,1,1.050,0.24,skid sem setup,,C_FM1_Z1,19 - Skid / Pallet,C_FM1_Z1 - A0TABLERO - Problemas no skid
158,25/03/2022,C_BM2_Z1,F0TABLERO,CM3,Skid fora de serviço,1,0.573,0.13,colisao de skid,,C_BM2_Z1,18 - Mesas,C_BM2_Z1 - F0TABLERO - Skid fora de serviço
159,25/03/2022,C_FM1_Z1,A0TABLERO,CM3,Skid fora de serviço,1,0.412,0.09,skid fora de pos.,,C_FM1_Z1,18 - Mesas,C_FM1_Z1 - A0TABLERO - Skid fora de serviço
160,26/03/2022,C_FM1_Z4,E8MBACCUS,EPV,Problema posição da trava,16,95.895,21.54,"FALHA SERRAGE ""A""",,C_FM1_Z4,12 - Transportador,C_FM1_Z4 - E8MBACCUS - Problema posição da trava
161,26/03/2022,C_FM1_Z1,A0TABLERO,B63,Pb came de detection,1,13.110,2.95,Z1: A0 Defeito Presença de Peça (SETUP ski,,C_FM1_Z1,19 - Skid / Pallet,C_FM1_Z1 - A0TABLERO - Pb came de detection
162,26/03/2022,C_BM2_Z1,F4RBMASTI,FKZ,Outra parada parâmetros cola / mastic,1,11.527,2.59,pressao alta demais para mastic,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - Outra parada parâmetros cola / mastic
163,26/03/2022,C_FM1_Z4,E8MBACCUS,G12,Estrutura / suporte Deformado,4,5.518,1.24,Retirada de calço SRA,,C_FM1_Z4,12 - Transportador,C_FM1_Z4 - E8MBACCUS - Estrutura / suporte Deformado
164,28/03/2022,Z2_TACDC,C2,EPZ,Outra parada transportador,1,23.808,5.35,Batente 26/posa elevador OT1032122287 ,,,12 - Transportador,Z2_TACDC - C2 - Outra parada transportador
165,28/03/2022,C_BM3_Z1,L2RBPOINT,BD7,Colagem eletrodo (Manut),1,12.405,2.79,FALHA SOLDA ROBÔ L2 NÃO REARMA AUTOMÁTICO,,C_BM3_Z1,6 - Robôs,C_BM3_Z1 - L2RBPOINT - Colagem eletrodo (Manut)
166,28/03/2022,C_BM2_Z1,F4RBMASTI,D54,Bloco sem parada real (prob. Predisp.),1,1.277,0.29,Pressao de aplicacao atingida,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - Bloco sem parada real (prob. Predisp.)
167,29/03/2022,C_FM1_Z1,A0TABLERO,CM6,Problemas no skid,1,1.827,0.41,skid sem setup,,C_FM1_Z1,19 - Skid / Pallet,C_FM1_Z1 - A0TABLERO - Problemas no skid
168,29/03/2022,C_FM1_Z4,COM1,D83,Defeito de conexão da rede,1,0.772,0.17,Z4SPA2: Def. carta de segurança,,C_FM1_Z4,15 - Ilha (Sw: armário: instalação elétrica geral),C_FM1_Z4 - COM1 - Defeito de conexão da rede
169,31/03/2022,C_FM2_Z4,P1TABLERO,X22,Erro 078: Emergencia acionada,1,29.610,6.65,Mesa P3 não descarregou para Q 01032126981,,C_FM2_Z4,15 - Ilha (Sw: armário: instalação elétrica geral),C_FM2_Z4 - P1TABLERO - Erro 078: Emergencia acionada
170,31/03/2022,C_BM2_Z1,E1RBPOINT,U3T,Erro 320: Processo sold.: Programa de soldadura no,1,18.865,4.24,Falha de solda OT Nº1032131780,,C_BM2_Z1,4 - Pinças robô,C_BM2_Z1 - E1RBPOINT - Erro 320: Processo sold.: Programa de soldadura no
171,01/04/2022,C_BM3_Z3,P0TABLERO,,Z3: P0 Excesso de tempo de ciclo,1,23.120,5.19,,,C_BM3_Z3,18 - Mesas,C_BM3_Z3 - P0TABLERO - Z3: P0 Excesso de tempo de ciclo
172,01/04/2022,C_FM1_Z1,A0TABLERO,CM3,Skid fora de serviço,1,3.353,0.75,SETUP skid,,C_FM1_Z1,18 - Mesas,C_FM1_Z1 - A0TABLERO - Skid fora de serviço
173,11/04/2022,C_BM2_Z1,F4RBMASTI,B3R,Problema cordão de Mastic/Cola,4,6.875,1.29,tensao motor dosador 1,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - Problema cordão de Mastic/Cola
174,11/04/2022,C_FM1_Z4,E4RBPOINT,D7Z,Outra parada Pb rede API,1,5.360,1.00,falha profinet,,C_FM1_Z4,15 - Ilha (Sw: armário: instalação elétrica geral),C_FM1_Z4 - E4RBPOINT - Outra parada Pb rede API
175,14/04/2022,C_BM2_Z1,F4RBMASTI,B35,Purga colagem defeituosa,2,5.453,1.02,Pressao de aplicacao,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - Purga colagem defeituosa
176,19/04/2022,C_FM1_Z4,E3RBPOINT,D82,Componentes da rede fora de serviço,1,4.973,0.93,Defeito conexao profinet,,C_FM1_Z4,15 - Ilha (Sw: armário: instalação elétrica geral),C_FM1_Z4 - E3RBPOINT - Componentes da rede fora de serviço
177,18/04/2022,C_FM1_Z4,E0TABLERO,CM6,Problemas no skid,1,1.958,0.37,Retirar SKid 55,,C_FM1_Z4,19 - Skid / Pallet,C_FM1_Z4 - E0TABLERO - Problemas no skid
178,20/04/2022,C_FM1_Z1,A0TABLERO,CM6,Problemas no skid,1,2.832,0.53,Skid com pino de setup quebrado,,C_FM1_Z1,19 - Skid / Pallet,C_FM1_Z1 - A0TABLERO - Problemas no skid
179,22/04/2022,C_FM1_Z5,F1TABLERO,CM6,Problemas no skid,1,3.497,0.66,skid fora de posicao,,C_FM1_Z5,19 - Skid / Pallet,C_FM1_Z5 - F1TABLERO - Problemas no skid
180,25/04/2022,C_FM2_Z2,K0TABLERO,D2Z,Outra parada sensor,1,0.680,0.14,falha sensor avanco IXA,,C_FM2_Z2,18 - Mesas,C_FM2_Z2 - K0TABLERO - Outra parada sensor
181,25/04/2022,C_FM1_Z4,COM1,D82,Componentes da rede fora de serviço,1,0.403,0.08,Z4SPA2: Def. carta de segurança,,C_FM1_Z4,15 - Ilha (Sw: armário: instalação elétrica geral),C_FM1_Z4 - COM1 - Componentes da rede fora de serviço
182,26/04/2022,C_FM1_Z4,COM1,D7Z,Outra parada Pb rede API,1,1.500,0.30,falha de rede,,C_FM1_Z4,15 - Ilha (Sw: armário: instalação elétrica geral),C_FM1_Z4 - COM1 - Outra parada Pb rede API
183,26/04/2022,C_BM3_Z3,P3RBMANUT,I3Z,Outra falha Sensores,1,1.177,0.24,falha sinal recuo sensor,,C_BM3_Z3,6 - Robôs,C_BM3_Z3 - P3RBMANUT - Outra falha Sensores
184,27/04/2022,C_FM1_Z4,COM1,D7Z,Outra parada Pb rede API,1,3.032,0.61,falharede profinet,,C_FM1_Z4,15 - Ilha (Sw: armário: instalação elétrica geral),C_FM1_Z4 - COM1 - Outra parada Pb rede API
185,28/04/2022,C_FM2_Z5,COM1,D23,Célula HS,1,9.152,0.85,FINAL 2T TURNO,,C_FM2_Z5,15 - Ilha (Sw: armário: instalação elétrica geral),C_FM2_Z5 - COM1 - Célula HS
186,28/04/2022,C_BM3_Z2,M0TABLERO,CM6,Problemas no skid,1,2.453,0.50,skid parou antes da posicao,,C_BM3_Z2,18 - Mesas,C_BM3_Z2 - M0TABLERO - Problemas no skid
187,28/04/2022,C_FM1_Z4,COM1,D71,Problema rede API,1,1.015,0.21,falha de rede profinet - OT Nº1032332629,,C_FM1_Z4,15 - Ilha (Sw: armário: instalação elétrica geral),C_FM1_Z4 - COM1 - Problema rede API
188,28/04/2022,C_FM1_Z1,B0TABLERO,BA6,Peça mal posicionada autom.,1,0.442,0.09,posicionamento do piso,,C_FM1_Z1,18 - Mesas,C_FM1_Z1 - B0TABLERO - Peça mal posicionada autom.
189,29/04/2022,C_BM1_Z2,COM1,D7Z,Outra parada Pb rede API,2,3.958,0.80,Falha profinet Rb C4 - C42IM1,,C_BM1_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),C_BM1_Z2 - COM1 - Outra parada Pb rede API
190,02/05/2022,C_BM2_Z1,F4RBMASTI,FK1,Pb volume inferior,1,0.773,0.16,Falha valvula de enchimento dosador 2,,C_BM2_Z1,18 - Mesas,C_BM2_Z1 - F4RBMASTI - Pb volume inferior
191,04/05/2022,C_BM1_Z3,C4RBMANUT,D82,Componentes da rede fora de serviço,1,9.198,1.87,def profinet C42,,C_BM1_Z3,6 - Robôs,C_BM1_Z3 - C4RBMANUT - Componentes da rede fora de serviço
192,04/05/2022,C_BM1_Z1,COM1,D82,Componentes da rede fora de serviço,6,0.773,0.16,<API:ILOT: Def. barramento PROFINET>,,C_BM1_Z1,15 - Ilha (Sw: armário: instalação elétrica geral),C_BM1_Z1 - COM1 - Componentes da rede fora de serviço
193,05/05/2022,C_FM1_Z1,A0TABLERO,EPK,Pb came detecção,1,9.337,1.89,pino setup skid quebrado,1032385244,C_FM1_Z1,18 - Mesas,C_FM1_Z1 - A0TABLERO - Pb came detecção
194,04/05/2022,C_BM1_Z2,COM1,D82,Componentes da rede fora de serviço,5,0.639,0.13,<API:ILOT: Def. barramento PROFINET>,,C_BM1_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),C_BM1_Z2 - COM1 - Componentes da rede fora de serviço
195,24/05/2022,C_BM2_Z2,G1RBPOINT,BD7,Colagem eletrodo (Manut),1,6.730,0.62,COLAGEM DE ELETRODO APÓS TROCA,,C_BM2_Z2,4 - Pinças robô,C_BM2_Z2 - G1RBPOINT - Colagem eletrodo (Manut)
196,24/05/2022,C_FM1_Z2,C5RBPOINT,CV4,Peça deformada,1,0.982,0.09,Chapa aberta: reset solda,,C_FM1_Z2,4 - Pinças robô,C_FM1_Z2 - C5RBPOINT - Peça deformada
197,25/05/2022,C_FM1_Z4,E3RBPOINT,D7Z,Outra parada Pb rede API,1,3.075,0.62,falha ativacao profinet,,C_FM1_Z4,15 - Ilha (Sw: armário: instalação elétrica geral),C_FM1_Z4 - E3RBPOINT - Outra parada Pb rede API
198,25/05/2022,C_BM1_Z1,A1RBMANUT,FB1,Interferência,1,0.810,0.16,LATERAL FORA DE POSIÇÃO NO CABIDE BM10,,C_BM1_Z1,5 - Gripper,C_BM1_Z1 - A1RBMANUT - Interferência
199,25/05/2022,C_BM1_Z2,B0TABLERO,EW6,Iluminação Sist. Visão suja,1,0.538,0.11,FALHA LEITURA SISTEMA DE VSÃO,,C_BM1_Z2,9 - Câmera,C_BM1_Z2 - B0TABLERO - Iluminação Sist. Visão suja
200,27/05/2022,C_BM1_Z3,C0TABLERO,B7Z,Outra parada mecânica,1,20.755,3.92,rolamento com folga torre 1 ot: 1032561010,,C_BM1_Z3,20 - Outros,C_BM1_Z3 - C0TABLERO - Outra parada mecânica
201,28/05/2022,C_BM2_Z1,F4RBMASTI,B3C,*Pb doseur colle ou mastic,1,1.418,0.27,Pressao na aplicacao,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - *Pb doseur colle ou mastic
202,31/05/2022,C_BM3_Z3,P0TABLERO,EP2,Correia transmission HS,1,1.950,0.37,DEFEITO MESA P0,,C_BM3_Z3,18 - Mesas,C_BM3_Z3 - P0TABLERO - Correia transmission HS
203,31/05/2022,C_BM2_Z1,F0TABLERO,B6Y,Mesa mal posicionada,1,0.202,0.04,falha de transferencia skid,,C_BM2_Z1,18 - Mesas,C_BM2_Z1 - F0TABLERO - Mesa mal posicionada
204,31/05/2022,C_BM3_Z2,M0TABLERO,E41,Rolete / roda rolagem HS,1,0.033,0.01,DEFEITO MESA M0,,C_BM3_Z2,18 - Mesas,C_BM3_Z2 - M0TABLERO - Rolete / roda rolagem HS
205,31/05/2022,C_BM3_Z2,M0TABLERO,E0H,Pb sistema transporte,1,0.033,0.01,DEFEITO MESA M0,,C_BM3_Z2,18 - Mesas,C_BM3_Z2 - M0TABLERO - Pb sistema transporte
206,01/06/2022,C_FM1_Z3,D02MONMANU,D2Z,Outra parada sensor,1,0.100,0.02,posicao sensor,,C_FM1_Z3,1 - Dispositivos,C_FM1_Z3 - D02MONMANU - Outra parada sensor
207,03/06/2022,C_BM2_Z1,F4RBMASTI,B35,Purga colagem defeituosa,6,8.023,1.52,Pressao de aplicacao,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - Purga colagem defeituosa
208,03/06/2022,C_BM2_Z1,F1RBMASTI,B35,Purga colagem defeituosa,1,1.212,0.23,Pressao de aplicacao,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F1RBMASTI - Purga colagem defeituosa
209,06/06/2022,C_BM1_Z1,A3RBMANUT,I0Z,Outra falha mecanismo,1,4.977,1.10,valvula direcional degradada,,C_BM1_Z1,1 - Dispositivos,C_BM1_Z1 - A3RBMANUT - Outra falha mecanismo
210,06/06/2022,MN2_Z5,COM1,D8Z,Outras paradas de rede,1,0.317,0.07,Def. barramento PROFINET: reset OK.,,,15 - Ilha (Sw: armário: instalação elétrica geral),MN2_Z5 - COM1 - Outras paradas de rede
211,08/06/2022,C_BM1_Z2,B0TABLERO,CM6,Problemas no skid,1,1.243,0.27,skid fora de posicao,,C_BM1_Z2,19 - Skid / Pallet,C_BM1_Z2 - B0TABLERO - Problemas no skid
212,08/06/2022,C_BM1_Z2,B0TABLERO,D22,Captor HS,1,0.538,0.08,FALHA COMPARAÇÃ CAMERA,,C_BM1_Z2,9 - Câmera,C_BM1_Z2 - B0TABLERO - Captor HS
213,08/06/2022,C_BM1_Z2,B0TABLERO,B08,Captador desregulado,1,0.237,0.04,FALHA COMPARAÇÃO CAMERA,,C_BM1_Z2,9 - Câmera,C_BM1_Z2 - B0TABLERO - Captador desregulado
214,09/06/2022,C_FM1_Z3,D00MONMANU,D2Z,Outra parada sensor,2,3.181,0.70,falha sinal avanco PLC,,C_FM1_Z3,1 - Dispositivos,C_FM1_Z3 - D00MONMANU - Outra parada sensor
215,27/06/2022,C_FM1_Z1,A0TABLERO,CM6,Problemas no skid,1,4.577,0.92,Falha setup skid71: retirar da linha,,C_FM1_Z1,19 - Skid / Pallet,C_FM1_Z1 - A0TABLERO - Problemas no skid
216,28/06/2022,C_FM1_Z1,A0TABLERO,CM6,Problemas no skid,3,13.008,2.60,skid com torre direita fora de pos setup,,C_FM1_Z1,19 - Skid / Pallet,C_FM1_Z1 - A0TABLERO - Problemas no skid
217,28/06/2022,C_BM2_Z1,F4RBMASTI,TD3,Bomba dosadora HS (tratamento Água),1,1.822,0.36,defeito dosador cheio,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - Bomba dosadora HS (tratamento Água)
218,29/06/2022,C_BM2_Z1,F1RBMASTI,FK2,Pb volume superior,1,36.342,7.27,falha aplicação mastic Nº1032806527,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F1RBMASTI - Pb volume superior
219,29/06/2022,Z2_TACDC,C2,CM6,Problemas no skid,3,8.866,1.77,Falha Posicionamento do Frame no Batente,,,12 - Transportador,Z2_TACDC - C2 - Problemas no skid
220,29/06/2022,C_BM3_Z3,P3RBMANUT,BA6,Peça mal posicionada autom.,1,0.875,0.18,peca fora de posicao,,C_BM3_Z3,1 - Dispositivos,C_BM3_Z3 - P3RBMANUT - Peça mal posicionada autom.
221,01/07/2022,C_FM1_Z1,A0TABLERO,EPK,Pb came detecção,1,1.860,0.31,falha setup skid 71,,C_FM1_Z1,19 - Skid / Pallet,C_FM1_Z1 - A0TABLERO - Pb came detecção
222,22/06/2022,C_BM3_Z3,P0TABLERO,B6Y,Mesa mal posicionada,1,1.377,0.30,skid fora de pos.,,C_BM3_Z3,18 - Mesas,C_BM3_Z3 - P0TABLERO - Mesa mal posicionada
223,23/06/2022,C_BM2_Z2,G91MONAUTO,D2Z,Outra parada sensor,1,2.583,0.57,falha sinal sensor posicao carro B,,C_BM2_Z2,1 - Dispositivos,C_BM2_Z2 - G91MONAUTO - Outra parada sensor
224,23/06/2022,C_FM2_Z4,P3TABLERO,CM6,Problemas no skid,2,2.029,0.45,skid passou da pos.,,C_FM2_Z4,18 - Mesas,C_FM2_Z4 - P3TABLERO - Problemas no skid
225,23/06/2022,C_BM2_Z1,F0TABLERO,CM6,Problemas no skid,1,1.485,0.33,skid fora de pos.,,C_BM2_Z1,18 - Mesas,C_BM2_Z1 - F0TABLERO - Problemas no skid
226,24/06/2022,Z2_TACDC,L3,DF4,Cilindro fora de serviço,1,3.857,0.85,L3POSA avancou sem cabide,,,12 - Transportador,Z2_TACDC - L3 - Cilindro fora de serviço
227,24/06/2022,C_BM3_Z2,M0TABLERO,CM3,Skid fora de serviço,1,2.015,0.44,Skid fora de pos.,,C_BM3_Z2,18 - Mesas,C_BM3_Z2 - M0TABLERO - Skid fora de serviço
228,24/06/2022,C_BM2_Z1,F4RBMASTI,TD3,Bomba dosadora HS (tratamento Água),1,1.117,0.25,Falha dosador,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - Bomba dosadora HS (tratamento Água)
229,04/07/2022,C_FM1_Z1,A0TABLERO,B6Y,Mesa mal posicionada,1,3.808,0.63,skid fora de pos.,,C_FM1_Z1,19 - Skid / Pallet,C_FM1_Z1 - A0TABLERO - Mesa mal posicionada
230,04/07/2022,C_BM2_Z1,F4RBMASTI,FM9,Dosador com nível baixo,1,2.567,0.43,Falha nivel de copo,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - Dosador com nível baixo
231,04/07/2022,C_BM2_Z1,F0TABLERO,B6Y,Mesa mal posicionada,1,0.912,0.15,skid fora de pos.,,C_BM2_Z1,19 - Skid / Pallet,C_BM2_Z1 - F0TABLERO - Mesa mal posicionada
232,04/07/2022,C_FM1_Z1,A0TABLERO,CM6,Problemas no skid,1,0.343,0.07,Falha setup: favor tirar skid da linha,,C_FM1_Z1,19 - Skid / Pallet,C_FM1_Z1 - A0TABLERO - Problemas no skid
233,05/07/2022,C_FM2_Z4,P1TABLERO,CM6,Problemas no skid,1,3.485,0.71,skid 108 passou da posicao,,C_FM2_Z4,19 - Skid / Pallet,C_FM2_Z4 - P1TABLERO - Problemas no skid
234,06/07/2022,C_BM3_Z3,P0TABLERO,CM3,Skid fora de serviço,1,2.453,0.41,skid fora de pos.,,C_BM3_Z3,19 - Skid / Pallet,C_BM3_Z3 - P0TABLERO - Skid fora de serviço
235,07/07/2022,C_BM1_Z3,C4RBMANUT,BBZ,Outra parada robo,1,12.448,2.28,Defeito de movimento no trocador.,,C_BM1_Z3,6 - Robôs,C_BM1_Z3 - C4RBMANUT - Outra parada robo
236,07/07/2022,C_BM2_Z1,F4RBMASTI,FN2,Bomba retrabalho mastic / cola HS,1,2.197,0.45,Def. grupo de mastic,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - Bomba retrabalho mastic / cola HS
237,07/07/2022,C_BM3_Z1,L0TABLERO,CM6,Problemas no skid,1,0.437,0.09,skid fora de posicao,,C_BM3_Z1,19 - Skid / Pallet,C_BM3_Z1 - L0TABLERO - Problemas no skid
238,08/07/2022,C_BM2_Z1,F4RBMASTI,B3C,*Pb doseur colle ou mastic,1,4.383,0.80,Def fuga de recipiente,,C_BM2_Z1,10 - Mastic,C_BM2_Z1 - F4RBMASTI - *Pb doseur colle ou mastic
